"SCHOOL"	"STUDENT"	"SEX"	"RACE"	"HOMEW"	"SCHTYPE"	"SES"	"PARED"	"MATH"	"CLASSSTR"	"SCHSIZE"	"URBAN"	"GEO"	"MINORITY"	"RATIO"
7474	88	1	4	1	1	-0.12	3	60	5	2	3	2	0	13
7194	6	1	4	2	1	-0.49	3	42	5	2	3	2	1	21
7194	7	1	4	1	1	0.71	4	56	5	2	3	2	1	21
7194	9	2	4	2	1	-0.14	2	40	5	2	3	2	1	21
7194	13	2	4	3	1	-0.52	2	40	5	2	3	2	1	21
7194	15	1	2	1	1	-0.35	3	41	5	2	3	2	1	21
7194	17	1	4	2	1	-0.53	1	39	5	2	3	2	1	21
7194	25	2	4	2	1	-0.48	2	48	5	2	3	2	1	21
7194	28	2	4	1	1	-0.04	2	42	5	2	3	2	1	21
7194	29	2	4	1	1	-0.49	3	50	5	2	3	2	1	21
7194	32	1	4	1	1	-0.34	3	59	5	2	3	2	1	21
7194	36	1	4	0	1	-0.89	2	62	5	2	3	2	1	21
7194	37	1	4	0	1	0.25	3	42	5	2	3	2	1	21
7194	39	1	5	1	1	-0.17	3	53	5	2	3	2	1	21
7194	40	2	4	2	1	0.03	3	53	5	2	3	2	1	21
7194	54	2	4	4	1	-0.12	3	44	5	2	3	2	1	21
7194	55	1	4	0	1	-0.53	4	43	5	2	3	2	1	21
7194	68	2	4	1	1	-0.5	3	62	5	2	3	2	1	21
7194	72	2	4	1	1	0.08	3	64	5	2	3	2	1	21
7194	75	1	4	2	1	-0.63	2	45	5	2	3	2	1	21
7194	81	1	4	3	1	-0.69	2	37	5	2	3	2	1	21
7194	83	1	4	1	1	-0.45	3	50	5	2	3	2	1	21
7194	84	2	4	2	1	-0.9	1	58	5	2	3	2	1	21
7194	93	1	4	2	1	-0.41	3	56	5	2	3	2	1	21
7194	94	1	4	1	1	-0.64	3	37	5	2	3	2	1	21
7801	5	1	5	1	1	-1.17	2	46	4	4	2	2	2	22
7801	8	1	4	1	1	-0.05	3	47	4	4	2	2	2	22
7801	10	2	4	5	1	0.15	3	38	4	4	2	2	2	22
7801	12	2	1	1	1	0.37	3	40	4	4	2	2	2	22
7801	15	2	4	2	1	-0.61	3	39	4	4	2	2	2	22
7801	21	1	4	2	1	-0.28	3	54	4	4	2	2	2	22
7801	24	1	5	1	1	-0.5	3	56	4	4	2	2	2	22
7801	25	2	4	1	1	-1.08	1	58	4	4	2	2	2	22
7801	29	2	2	2	1	-0.36	4	62	4	4	2	2	2	22
7801	34	1	4	1	1	-0.66	3	44	4	4	2	2	2	22
7801	42	2	4	1	1	0.06	3	44	4	4	2	2	2	22
7801	46	2	2	1	1	-0.88	3	47	4	4	2	2	2	22
7801	62	1	4	2	1	0.36	3	54	4	4	2	2	2	22
7801	63	2	4	1	1	-0.98	1	43	4	4	2	2	2	22
7801	64	1	2	1	1	-0.26	3	67	4	4	2	2	2	22
7801	68	2	4	1	1	-0.53	3	62	4	4	2	2	2	22
7801	72	1	4	1	1	-0.24	2	62	4	4	2	2	2	22
7801	80	2	4	3	1	-0.29	2	50	4	4	2	2	2	22
7801	85	1	4	1	1	0.57	4	45	4	4	2	2	2	22
7801	87	2	4	2	1	-1.24	2	50	4	4	2	2	2	22
7801	91	1	4	2	1	-0.02	3	34	4	4	2	2	2	22
7801	99	1	4	0	1	0.47	5	60	4	4	2	2	2	22
24371	6	2	3	2	1	-1.95	1	38	4	4	2	3	3	20
24371	13	1	4	2	1	1.15	5	62	4	4	2	3	3	20
24371	19	2	4	3	1	-0.88	2	49	4	4	2	3	3	20
24371	22	2	3	1	1	-1.51	1	43	4	4	2	3	3	20
24371	24	2	4	1	1	-0.04	3	36	4	4	2	3	3	20
24371	26	1	4	1	1	-0.43	2	36	4	4	2	3	3	20
24371	42	2	4	6	1	-0.28	3	63	4	4	2	3	3	20
24371	47	2	3	2	1	-0.81	2	42	4	4	2	3	3	20
24371	50	2	4	2	1	-1.03	1	33	4	4	2	3	3	20
24371	53	2	4	1	1	-1.12	2	54	4	4	2	3	3	20
24371	56	1	4	4	1	0.46	3	65	4	4	2	3	3	20
24371	58	2	4	3	1	0.56	4	64	4	4	2	3	3	20
24371	72	1	4	1	1	1.23	6	47	4	4	2	3	3	20
24371	74	1	4	1	1	-0.54	3	35	4	4	2	3	3	20
24371	76	2	4	2	1	1.33	5	62	4	4	2	3	3	20
24371	79	2	1	1	1	-0.76	2	39	4	4	2	3	3	20
24371	83	2	4	4	1	-0.45	3	58	4	4	2	3	3	20
24371	89	2	4	1	1	-0.6	2	41	4	4	2	3	3	20
24371	92	2	3	1	1	-1.55	2	51	4	4	2	3	3	20
24371	94	2	3	1	1	-0.76	3	49	4	4	2	3	3	20
72080	3	2	4	3	1	0.08	3	56	4	4	1	1	3	18
72080	7	2	4	2	1	0.4	3	47	4	4	1	1	3	18
72080	10	1	4	4	1	0.15	3	58	4	4	1	1	3	18
72080	11	2	4	1	1	-0.97	1	56	4	4	1	1	3	18
72080	19	1	1	1	1	-0.88	2	35	4	4	1	1	3	18
72080	22	1	2	1	1	-1.06	1	34	4	4	1	1	3	18
72080	25	2	4	1	1	-0.03	3	35	4	4	1	1	3	18
72080	32	2	4	2	1	0.58	3	53	4	4	1	1	3	18
72080	36	2	4	1	1	-1.37	2	67	4	4	1	1	3	18
72080	38	2	2	0	1	-0.96	1	42	4	4	1	1	3	18
72080	42	2	4	4	1	-0.03	3	63	4	4	1	1	3	18
72080	43	2	4	1	1	0.58	3	40	4	4	1	1	3	18
72080	46	2	4	2	1	-0.4	2	60	4	4	1	1	3	18
72080	49	2	4	3	1	-0.02	3	68	4	4	1	1	3	18
72080	51	2	3	3	1	0.09	4	57	4	4	1	1	3	18
72080	53	1	2	1	1	0.05	3	54	4	4	1	1	3	18
72080	56	1	4	1	1	-1.07	2	53	4	4	1	1	3	18
72080	57	2	4	1	1	0.11	2	54	4	4	1	1	3	18
72080	59	1	2	1	1	-0.92	2	42	4	4	1	1	3	18
72080	64	1	4	1	1	-0.2	3	52	4	4	1	1	3	18
72080	68	2	4	1	1	0.14	4	58	4	4	1	1	3	18
72080	74	1	2	0	1	-1.18	1	42	4	4	1	1	3	18
72080	83	1	1	2	1	-1.01	2	64	4	4	1	1	3	18
72080	85	1	2	1	1	-1.25	1	41	4	4	1	1	3	18
72080	88	1	4	2	1	0.85	4	42	4	4	1	1	3	18
72080	89	1	2	1	1	0.12	3	53	4	4	1	1	3	18
72080	91	1	4	3	1	0.61	5	60	4	4	1	1	3	18
72991	15	1	4	0	1	-0.2	3	30	4	7	2	1	2	13
72991	22	2	4	0	1	-0.44	2	40	4	7	2	1	2	13
72991	24	2	4	2	1	1.15	5	65	4	7	2	1	2	13
72991	31	1	4	5	1	-0.3	2	71	4	7	2	1	2	13
72991	33	1	4	1	1	-0.24	2	63	4	7	2	1	2	13
72991	38	2	4	1	1	0.56	3	41	4	7	2	1	2	13
72991	41	2	4	4	1	0.67	4	69	4	7	2	1	2	13
72991	45	2	4	1	1	-0.72	3	43	4	7	2	1	2	13
72991	62	2	4	1	1	-1.01	3	55	4	7	2	1	2	13
72991	63	2	1	5	1	0.63	5	63	4	7	2	1	2	13
72991	70	2	4	4	1	0.56	4	67	4	7	2	1	2	13
72991	77	2	4	1	1	0.46	3	53	4	7	2	1	2	13
72991	87	1	4	1	1	0.06	3	56	4	7	2	1	2	13
72991	96	2	4	2	1	-0.05	2	53	4	7	2	1	2	13
